"id","content"
"551","tỉ lệ cạnh tranh ngành cntt clc"
"552","tỷ lệ cạnh tranh vào trường cao hay thấp"
"553","chỉ tiêu cntt năm trước là bao nhiêu"
"554","chỉ tiêu khmt năm trước là bao nhiêu"
"555","chỉ tiêu attt năm trước là bao nhiêu"
"556","chỉ tiêu httt năm trước là bao nhiêu"
"557","chỉ tiêu ktmt năm trước là bao nhiêu"
"558","chỉ tiêu ktpm năm trước là bao nhiêu"
"559","chỉ tiêu mmt&ttdl năm trước là bao nhiêu"
"560","chỉ tiêu ttdpt năm trước là bao nhiêu"
"561","chỉ tiêu cntt clc năm trước là bao nhiêu"
"562","chỉ tiêu qua từng năm có tăng hay không"
"563","chỉ tiêu cao có đồng nghĩa với lớp sẽ đông hay ko?"
"564","chỉ tiêu tăng thì chất lượng giảng dạy có kém đi không"
"565","chỉ tiêu càng cao thì chất lượng sinh viên sẽ thế nào?"
"566","Có thể thực tập ở đâu"
"567","Các đơn vị có thể thực tập"
"568","thời gian thực tập là bao lâu"
"569","khi nào thì thực tập"
"570","có thể thực tập ở đâu"
"571","có thể thực tập ở tại khoa hay không"
"572","khoảng bao lâu thì có thể đi thực tập"
"573","thực tập có lấy điểm không"
"574","cần học xong những học phần nào thì mới có thể đi thực tập"
"575","có thể thực tập ở đài truyền hình hay không"
"576","ngoài những cơ quan chuyên về cntt thì có thể thực tập ở những chỗ nào khác không"
"577","thực tập có lương không"
"578","đi thực tập cần chuẩn bị gì"
"579","thực tập là làm những gì"
"580","khoa có giới thiệu cho sinh viên đi thực tập không"
"581","Theo anh/chị thì trong các ngành trên, ngành nào sẽ có tiềm năng trong tương lai?"
"582","Các ngành cntt sẽ có tương lai thế nào"
"583","Sau 10 năm nữa ngành cntt vẫn còn chỗ đứng chứ"
"584","Ngành khmt liệu có bị tụt hậu trong tương lai hay ko?"
"585","Thế mạnh của ngành cntt với các ngành khác là ntn"
"586","học cntt có phải là đón đầu tương lai"
"587","học khmt liệu có thể làm được trí tuệ nhân tạo cao cấp trong tương lai hay ko"
"588","ngành httt liệu có phát triển"
"589","khả năng phát triển của ngành cntt"
"590","Cách đặt mục tiêu và định hướng phát triển cho bản thân khi theo học nghành Công Nghệ Thông Tin?"
"591","Liệu có thể học tiến sĩ tại dhct"
"592","những ngành nào đào tạo tiến sĩ"
"593","những ngành nào đào tạo thạc sĩ"
"594","liệu có thể học lên cao học hay ko"
"595","quy trình học cao học tại dhct"
"596","điều kiện học lên thạc sĩ và tiến sĩ ngành CNTT như thế nào ạ"
"597","điều kiện học cao học"
"598","có đào tạo tiến sĩ ngành khmt hay ko?"
"599","có đào tạo tiến sĩ ngành cntt hay ko"
"600","ngành nào đào tạo tiến sĩ tốt nhất ở khoa cntt"
"601","đã có những ứng dụng kỹ thuật nào nổi trội"
"602","cơ sở vật chất ở khoa cntt tại dhct thế nào"
"603","sĩ số một lớp thế nào"
"604","có nhiều lớp không"
"605","Mức độ hot của ngành đó hiện nay?"
"606","ở ktx có cần đk gì ko"
"607","xếp hạng của ngành so với các ngành khác"
"608","ngành ứng dụng được những lĩnh vực nào"
"609","ngành này có ưu điểm gì so với những ngành khác (so sánh)"
"610","Khi học ngành đó có được ưu tiên gì không"
"611","mức thu nhập bao nhiêu"
"612","ngành nào phát triển nhanh nhất"
"613","Ngành này có nhiều bạn nữ xinh đẹp không?"
"614","Kỹ thuật máy tính và Khoa học máy tính có gì khác nhau không?"
"615","Ngành Khoa học máy tính có giống các ngành còn lại không?"
"616","Cách đặt mục tiêu và định hướng phát triển cho bản thân khi theo học nghành Công Nghệ Thông Tin?"
"617","Môi trường và thiệt bị có đáp ứng đủ nhu cầu học tập hay không?"
"618","chi phí sinh hoạt khi học trên tp có đắt ko"
"619","môi trường có nhiều con gái không"
"620","Em theo Cntt thì nên theo trường fpt hay hutech hay trường nào khác ạ"
"621","cntt và Khoa học máy tính có gì khác nhau không?"
"622","cntt và ktpm có gì khác nhau không?"
"623","ktpm và Khoa học máy tính có gì khác nhau không?"
"624","có không gian để start up hay không"
"625","sinh viên có được tham gia các dự án hay không"
"626","có những clb hay hội nhóm gì không"
"627","những hoạt động ngoại khóa"
"628","sinh viên có thể đi làm thêm bên ngoài không"
"629","có không gian để sinh viên tự học không"
"630","thư viện của trường thế nào"
"631","sinh viên có được trao đổi ngoài giờ học với giảng viên hay không"
"632","ngành khmt có giúp sinh viên làm game ko?"
"633","những dự án làm game có được chấp nhận như một đồ án tốt nghiệp hay ko"
"634","làm game thì học cái gì?"
"635","ngoài giờ học sinh viên có được xử dụng máy tính tại khoa hay ko?"
"636","có phải đóng phí để su dung thiet bi trong khoa cntt hay ko?"
"637","drl có ảnh hưởng đến học bổng hay ko?"
"638","khoa đã có những ứng dụng kỹ thuật nào nổi trội"
"639","nghe bảo khoa có phòng sáng chế?"
"640","những thuận lợi khi học cntt tại dhct"
